0.58	-0.82	0.88	3.98	5.00	0.85	-3.40	2.26	4.00	2.00	4.00	2.00	5.00	3.00	3.00	1.00
-0.05	-0.82	0.95	3.91	7.36	1.58	-3.53	5.06	4.00	6.00	5.00	5.00	5.00	6.00	5.00	1.00
0.31	-0.21	3.17	2.87	16.68	0.63	-0.98	11.85	5.00	3.00	2.00	4.00	17.00	6.00	2.00	1.00
0.39	0.79	3.97	0.75	2.24	0.48	0.77	8.56	1.00	5.00	5.00	2.00	5.00	6.00	2.00	1.00
0.55	-0.29	0.31	0.37	2.62	1.63	-0.91	0.90	3.00	3.00	3.00	5.00	2.00	6.00	2.00	0.00
0.69	-0.32	0.69	1.37	6.11	0.01	-1.94	4.28	6.00	4.00	2.00	5.00	5.00	6.00	3.00	1.00
-0.34	0.25	0.88	3.33	-0.07	1.12	0.09	4.55	1.00	4.00	4.00	5.00	1.00	2.00	2.00	0.00
0.65	-0.29	3.06	0.96	19.69	0.46	-1.76	16.05	6.00	5.00	3.00	5.00	19.00	6.00	2.00	1.00
0.56	-0.19	3.59	3.16	5.23	1.77	-0.88	16.82	1.00	1.00	3.00	5.00	4.00	3.00	2.00	1.00
0.42	0.83	3.99	0.34	22.00	0.75	5.29	7.33	6.00	5.00	3.00	2.00	25.00	6.00	3.00	0.00
-0.82	0.82	2.39	0.01	9.63	1.12	4.26	6.67	5.00	5.00	5.00	3.00	13.00	2.00	3.00	0.00
-0.87	-0.28	3.04	1.30	16.12	1.20	-0.80	6.32	5.00	1.00	4.00	2.00	16.00	1.00	2.00	1.00
-0.96	0.72	1.77	3.60	2.52	0.66	2.59	8.61	4.00	6.00	3.00	5.00	9.00	5.00	4.00	0.00
0.39	-0.19	2.42	3.91	3.21	1.28	-0.14	11.36	1.00	1.00	5.00	5.00	4.00	6.00	2.00	0.00
-0.94	0.87	1.70	3.99	0.39	1.47	1.27	4.43	1.00	3.00	3.00	2.00	3.00	5.00	3.00	0.00
0.30	-0.64	3.62	3.48	12.27	1.14	-1.66	11.32	3.00	5.00	5.00	3.00	12.00	1.00	3.00	1.00
-0.43	0.77	3.65	3.26	18.06	0.74	4.23	18.45	6.00	6.00	5.00	5.00	23.00	6.00	5.00	1.00
0.96	-0.38	2.30	1.30	7.93	1.85	-1.06	7.14	3.00	6.00	1.00	3.00	7.00	6.00	2.00	1.00
0.13	0.36	3.07	2.68	13.40	1.19	1.86	15.21	5.00	5.00	5.00	5.00	16.00	6.00	3.00	1.00
0.70	0.02	3.83	2.14	18.79	0.85	0.03	19.17	5.00	4.00	5.00	5.00	21.00	4.00	1.00	1.00
-0.01	-0.44	0.27	0.95	3.32	1.12	-2.49	1.79	6.00	3.00	5.00	3.00	2.00	2.00	2.00	0.00
-0.63	-0.67	0.95	3.67	4.83	1.51	-1.91	3.82	3.00	1.00	5.00	4.00	4.00	5.00	4.00	1.00
0.37	0.11	3.97	1.50	23.24	1.67	0.73	19.25	6.00	5.00	3.00	5.00	24.00	6.00	2.00	1.00
0.82	0.85	3.86	2.67	20.34	1.21	4.58	11.98	6.00	6.00	3.00	3.00	25.00	6.00	3.00	0.00
0.55	0.11	1.63	3.78	4.20	0.33	0.65	2.82	3.00	6.00	2.00	2.00	6.00	3.00	1.00	0.00
-0.22	-0.63	1.80	3.52	14.11	1.59	-4.32	9.41	6.00	6.00	4.00	5.00	12.00	6.00	5.00	1.00
-0.36	0.72	1.97	3.37	8.67	0.41	3.15	2.00	5.00	6.00	3.00	1.00	11.00	3.00	2.00	0.00
-0.35	-0.67	0.15	1.23	2.50	1.58	-3.49	-0.27	5.00	5.00	2.00	3.00	2.00	4.00	3.00	1.00
