0.39	-0.19	2.42	3.91	3.21	1.28	-0.14	11.36	1.00	1.00	5.00	5.00	4.00	6.00	2.00	0.00
0.96	-0.38	2.30	1.30	7.93	1.85	-1.06	7.14	3.00	6.00	1.00	3.00	7.00	6.00	2.00	1.00
-0.71	-0.22	1.43	0.77	9.73	0.62	-1.66	6.47	6.00	5.00	1.00	5.00	9.00	5.00	2.00	1.00
0.85	-0.76	1.90	2.16	9.41	0.89	-2.71	10.11	3.00	4.00	5.00	5.00	7.00	6.00	5.00	1.00
0.63	-0.62	1.60	2.03	10.86	0.54	-4.03	2.57	6.00	5.00	5.00	2.00	11.00	5.00	2.00	1.00
0.19	-0.53	1.75	2.21	11.14	1.55	-2.85	9.02	5.00	3.00	3.00	5.00	9.00	4.00	4.00	1.00
0.64	-0.42	1.87	0.20	11.27	0.62	-2.14	6.34	5.00	6.00	5.00	4.00	11.00	2.00	3.00	1.00
0.17	0.70	2.68	2.23	3.95	1.02	2.52	13.94	3.00	5.00	5.00	5.00	9.00	5.00	5.00	1.00
0.86	0.66	3.48	2.18	0.74	0.86	0.82	16.77	1.00	1.00	3.00	5.00	4.00	4.00	4.00	1.00
-0.12	0.00	2.23	2.44	6.55	0.75	-0.11	6.18	3.00	6.00	4.00	3.00	8.00	4.00	1.00	0.00
0.53	0.34	3.24	2.05	5.27	1.89	0.32	10.73	2.00	5.00	5.00	3.00	7.00	5.00	2.00	1.00
-0.71	-0.47	1.79	2.37	10.14	1.50	-1.80	8.15	4.00	5.00	3.00	5.00	8.00	1.00	4.00	1.00
0.65	-0.68	2.44	0.10	8.70	0.25	-2.52	8.07	3.00	6.00	5.00	3.00	8.00	3.00	3.00	1.00
-0.45	0.61	1.79	3.46	8.16	0.39	3.46	9.02	6.00	6.00	5.00	5.00	12.00	4.00	4.00	0.00
-0.23	0.73	3.21	3.57	4.19	0.53	1.20	8.87	2.00	4.00	5.00	3.00	8.00	3.00	3.00	1.00
0.55	0.20	2.05	1.08	9.24	1.24	1.03	6.04	5.00	2.00	2.00	3.00	11.00	3.00	1.00	0.00
0.54	0.32	2.47	2.97	6.84	1.31	1.33	7.06	3.00	1.00	4.00	3.00	9.00	6.00	2.00	0.00
-0.99	-0.59	1.82	3.48	10.81	0.52	-2.74	4.10	5.00	5.00	5.00	2.00	11.00	6.00	2.00	1.00
-0.35	-0.52	3.05	0.62	6.14	1.42	-0.81	15.43	1.00	5.00	5.00	5.00	4.00	6.00	4.00	1.00
0.24	-0.44	1.62	3.55	10.33	0.07	-2.59	8.37	5.00	5.00	2.00	5.00	9.00	1.00	3.00	1.00
-0.29	0.80	2.73	3.82	11.70	1.96	4.25	5.85	5.00	5.00	5.00	2.00	15.00	3.00	3.00	0.00
0.28	-0.45	2.33	1.92	4.95	1.06	-0.61	12.61	1.00	5.00	2.00	5.00	4.00	6.00	4.00	1.00
0.25	-0.70	3.15	3.28	6.17	1.80	-0.69	12.16	1.00	1.00	4.00	4.00	3.00	3.00	4.00	1.00
-0.85	0.15	3.97	2.30	11.53	1.08	0.41	2.85	3.00	5.00	3.00	1.00	13.00	3.00	2.00	1.00
0.65	-0.49	2.15	3.89	8.88	0.58	-1.35	11.80	3.00	5.00	2.00	5.00	8.00	1.00	3.00	1.00
-0.27	0.10	2.41	3.35	4.24	0.07	-0.27	11.18	2.00	2.00	5.00	5.00	6.00	1.00	2.00	0.00
0.10	-0.10	2.18	2.58	3.52	0.47	-0.46	10.86	1.00	4.00	5.00	5.00	3.00	3.00	1.00	0.00
0.40	-0.85	2.12	2.13	9.35	0.05	-3.66	2.78	4.00	3.00	3.00	2.00	10.00	3.00	2.00	1.00
